ID,statement,conditions,law,classification
A224,"STATE OF IDAHO County of Cassia ss
We, [Person-1], the Testatrix, and [Person-9], [Person-10] and [Person-11], the witnesses, respectively, whose names are signed to the attached or foregoing instrument, being first duly sworn, do hereby declare to the undersigned authority that the Testatrix signed and executed the instrument as her Last Will and Testament and that she had signed willingly, and that she executed it as her free and voluntary act for the purposes therein expresed; and that each of the witnesses, in the presence and hearing of the Testatrix, signed the will as witness and that to the best of his knowledge the Testatrix was at the time an adult, of sound mind and under no constraint or undue influence.",The will was not made self-proved. It was not acknowledged before an officer authorized to administer oaths under the laws of the state.,"15-2-504.  SELF-PROVED WILL. (1) Any will may be simultaneously executed, attested, and made self-proved, by the acknowledgment thereof by the testator and the affidavits of the witnesses, each made before an officer authorized to administer oaths under the laws of the state where execution occurs and evidenced by the officer’s certificate, under official seal, in form and content substantially as follows:
I,………., the testator, sign my name to this instrument this….. day of……..,…., and being first duly sworn, do hereby declare to the undersigned authority that I sign and execute this instrument as my last will and that I sign it willingly (or willingly direct another to sign for me), that I execute it as my free and voluntary act for the purposes therein expressed, and that I am eighteen (18) years of age or older, of sound mind, and under no constraint or undue influence.
                                      ..............................
                                                  Testator          
We,…………,…………, the witnesses, sign our names to this instrument, being first duly sworn, and do hereby declare to the undersigned authority that the testator signs and executes this instrument as his last will and that he signs it willingly (or willingly directs another to sign for him), and that each of us, in the presence and hearing of the testator, hereby signs this will as witness to the testator’s signing, and that to the best of his knowledge the testator is eighteen (18) years of age or older, of sound mind, and under no constraint or undue influence.
                                      ..............................
                                                   Witness          
                                      ..............................
                                                   Witness          
The State of……….
County of………….
Subscribed, sworn to and acknowledged before me by………., the testator and subscribed and sworn to before me by………., and………., witnesses, this….. day of……….
(Seal)
                                       (Signed).....................
                                      ..............................
                                      (Official capacity of officer)
(2)  An attested will may at any time subsequent to its execution be made self-proved by the acknowledgment thereof by the testator and the affidavits of the witnesses, each made before an officer authorized to administer oaths under the laws of the state where the acknowledgment occurs and evidenced by the officer’s certificate, under the official seal, attached or annexed to the will in form and content substantially as follows:
The State of…………
County of……………
We,……….,……….., and………., the testator and the witnesses, respectively, whose names are signed to the attached or foregoing instrument, being first duly sworn do hereby declare to the undersigned authority that the testator signed and executed the instrument as his last will and that he had signed willingly (or willingly directed another to sign for him), and that he executed it as his free and voluntary act for the purposes therein expressed, and that each of the witnesses, in the presence and hearing of the testator, signed the will as witness and that to the best of his knowledge the testator was at that time eighteen (18) years of age or older, of sound mind and under no constraint or undue influence.
                                      ..............................
                                                  Testator          
                                      ..............................
                                                   Witness          
                                      ..............................
                                                   Witness          
Subscribed, sworn to and acknowledged before me by………., the testator, and subscribed and sworn to before me by………., and………., witnesses, this….. day of………
(Seal)
                                       (Signed).....................
                                      ..............................
                                      (Official capacity of officer)
(3)  A will may be executed, and made self-proved, in compliance with section 51-109, Idaho Code, and attested as set forth in subsections (1) and (2) of this section.",0
A224,"STATE OF IDAHO County of Cassia ss
We, [Person-1], the Testatrix, and [Person-9], [Person-10] and [Person-11], the witnesses, respectively, whose names are signed to the attached or foregoing instrument, being first duly sworn, do hereby declare to the undersigned authority that the Testatrix signed and executed the instrument as her Last Will and Testament and that she had signed willingly, and that she executed it as her free and voluntary act for the purposes therein expresed; and that each of the witnesses, in the presence and hearing of the Testatrix, signed the will as witness and that to the best of his knowledge the Testatrix was at the time an adult, of sound mind and under no constraint or undue influence.","The will was made self-proved by the acknowledgement by the testator and the affidavits of the witnesses, each made before an officer authorized to administer oaths under the laws of the state.","40-1202.  PETITION FOR CONSTRUCTING — NOTICE OF HEARING. When the construction of a new bridge, for which the expenditure contemplated will exceed twenty-five thousand dollars ($25,000), five percent (5%) or twenty-five (25) qualified voters, whichever is greater, of a county highway system or highway district system interested in it may petition the respective commissioners for the erection of the needed bridge. The commissioners shall then advertise the petition, in accordance with the provisions of section 40-206, Idaho Code, giving the location and notify the director of highways to attend at a certain time and place to hear the petition.",2
A224,"STATE OF IDAHO County of Cassia ss
We, [Person-1], the Testatrix, and [Person-9], [Person-10] and [Person-11], the witnesses, respectively, whose names are signed to the attached or foregoing instrument, being first duly sworn, do hereby declare to the undersigned authority that the Testatrix signed and executed the instrument as her Last Will and Testament and that she had signed willingly, and that she executed it as her free and voluntary act for the purposes therein expresed; and that each of the witnesses, in the presence and hearing of the Testatrix, signed the will as witness and that to the best of his knowledge the Testatrix was at the time an adult, of sound mind and under no constraint or undue influence.",The will was not made self-proved. It was not acknowledged before an officer authorized to administer oaths under the laws of the state.,"39-1804.  LIABILITY FOR PROPERTY OF GUESTS. (1) The hotelkeeper is under no obligation to accept for safekeeping any moneys, securities, jewelry, or precious stones of any kind belonging to any guest, and, if such are accepted for safekeeping, he shall not be liable for the loss thereof unless such loss is the proximate result of fault or negligence of the hotelkeeper. The liability, if any, of the hotelkeeper to a guest shall be limited to one thousand dollars ($1,000) for such loss, or such higher amount as the hotelkeeper may agree in writing to assume, if the hotel has given a receipt for the property to the guest, stating the value of the property accepted for safekeeping, on a form which states, in type large enough to be clearly noticeable, that the hotel is not liable for any loss exceeding one thousand dollars ($1,000), or such higher amount as the hotelkeeper may agree in writing to assume, and is only liable for that amount if the loss is the proximate result of fault or negligence of the hotelkeeper.
(2)  The hotelkeeper shall not be liable or responsible to any guest for the loss of wearing apparel, goods, or other property, except as provided in subsection (1) of this section, unless such loss occurred as the proximate result of fault or negligence of such hotelkeeper. In case of such fault or negligence, the hotelkeeper shall not be liable for a sum greater than five hundred dollars ($500) unless prior to the loss or damage the guest files with the hotelkeeper an inventory of his effects and the value thereof and the hotelkeeper is given the opportunity to inspect such effects and check them against such inventory. The hotelkeeper shall not be liable or responsible to any guest for the loss of effects listed in such inventory in a total amount exceeding one thousand dollars ($1,000) or such higher amount as the hotelkeeper may agree in writing to assume.",2
A224,"STATE OF IDAHO County of Cassia ss
We, [Person-1], the Testatrix, and [Person-9], [Person-10] and [Person-11], the witnesses, respectively, whose names are signed to the attached or foregoing instrument, being first duly sworn, do hereby declare to the undersigned authority that the Testatrix signed and executed the instrument as her Last Will and Testament and that she had signed willingly, and that she executed it as her free and voluntary act for the purposes therein expresed; and that each of the witnesses, in the presence and hearing of the Testatrix, signed the will as witness and that to the best of his knowledge the Testatrix was at the time an adult, of sound mind and under no constraint or undue influence.",The will was not made self-proved. It was not acknowledged before an officer authorized to administer oaths under the laws of the state.,"70-2108.  SECURITY FOR REVENUE BONDS. The principal, interest and premium, if any, on any revenue bonds issued hereunder shall be secured by a pledge of the revenues and receipts out of which the same shall be made payable and may also be payable out of proceeds from the sale of the project acquired with proceeds of such revenue bonds, but shall not be secured by the full faith and credit or the taxing power of the state of Idaho, any port district or any other political subdivision of the state of Idaho. The resolution under which the revenue bonds are authorized to be issued and any indenture executed as security for the revenue bonds may contain any agreements and provisions respecting the maintenance of the properties covered thereby, the fixing and collection of rents for any portions thereof leased by the port district to others, the creation and maintenance of special funds, and the rights and remedies available in the event of default, including the designation of a trustee, which may be a bank or trust company, the principal place of business of which may be within or without the state of Idaho, all as the commission shall deem advisable and not in conflict with the provisions hereof. The pledge of the revenues and receipts to pay the principal, interest and premium, if any, on revenue bonds issued hereunder shall be valid and binding from the time when the agreement or the proceedings creating such pledge became binding upon the port district. The revenues and receipts so pledged and thereafter received by the port district shall immediately be subject to the lien of such pledge without any physical delivery of any lease, purchase agreement, financing agreement, note, debenture, bond or other obligation pursuant to which such revenues and receipts are payable to the port district, or any other act except that the proceedings or agreement by which such pledge is created shall be recorded in the records of the port district. The proceedings or agreement by which such pledge is created or a financing statement need not be filed or recorded under the uniform commercial code, or otherwise, except in the records of the port district as provided above. The lien of any such pledge shall be valid and binding and shall have priority as against all parties having claims of any kind in tort, contract or otherwise against the port district, irrespective of whether such parties have notice thereof. Each pledge and agreement made for the benefit or security of any of the revenue bonds issued hereunder shall continue effective until the principal, interest and premium, if any, on the revenue bonds for the benefit of which the same were made shall have been fully paid or provision for such payment duly made. In the event of default in such payment or in any agreement of the port district made as a part of the contract under which the revenue bonds were issued, whether contained in the proceedings authorizing the revenue bonds or in any indenture executed as security therefor, said payment or agreement may be enforced by suit, mandamus or the appointment of a receiver in equity, or any one or more of said remedies.",2
A170,"CLAUSE VII.
In the event that any other person or persons, other than those herein named, should seek to inherit from me and establish a right to so inherit by a final decree in a court of competent jurisdiction, then and in such event, I state that it is my specific intention that no one other than the persons herein named and provided for shall be entitled to any part of my estate, thus such persons shall take nothing by such a decree.",There was no surviving spouse of the testator.,15-2-603.  RULES OF CONSTRUCTION AND INTENTION. The intention of a testator as expressed in his will controls the legal effect of his dispositions. The rules of construction expressed in the succeeding sections of this Part apply unless a contrary intention is indicated by the will.,1
A170,"CLAUSE VII.
In the event that any other person or persons, other than those herein named, should seek to inherit from me and establish a right to so inherit by a final decree in a court of competent jurisdiction, then and in such event, I state that it is my specific intention that no one other than the persons herein named and provided for shall be entitled to any part of my estate, thus such persons shall take nothing by such a decree.","There was a surviving spouse of the testator at the time of his/her death, and he/she chose to take the elective share of surviving spouse.","15-2-203.  ELECTIVE RIGHT TO QUASI-COMMUNITY PROPERTY AND AUGMENTED ESTATE. (a)  The right of the surviving spouse in the augmented quasi-community property estate shall be elective and shall be limited to one-half (1/2) of the total augmented quasi-community property estate which will include, as a part of the property described in sections 15-2-201 and 15-2-202, Idaho Code, property received from the decedent and owned by the surviving spouse at the decedent’s death, plus the value of such property transferred by the surviving spouse at any time during marriage to any person other than the decedent which would have been in the surviving spouse’s quasi-community property augmented estate if that spouse had predeceased the decedent to the extent that the owner’s transferred property is derived from the decedent by any means other than testate or intestate succession without a full consideration in money or money’s worth. This shall not include any benefits derived from the federal social security system by reason of service performed or disability incurred by the decedent and shall include property transferred from the decedent to the surviving spouse by virtue of joint ownership and through the exercise of a power of appointment also exercisable in favor of others than the surviving spouse and appointed to the surviving spouse.
(b)  The elective share to the quasi-community estate thus computed shall be reduced by an allocable portion of general administration expenses, homestead allowance, exempt property and enforceable claims.
(c)  Property owned by the surviving spouse at the time of the decedent’s death and property transferred by the surviving spouse is presumed to have been derived from the decedent except to the extent that the surviving spouse establishes that it was derived from another source.",0
A170,"CLAUSE VII.
In the event that any other person or persons, other than those herein named, should seek to inherit from me and establish a right to so inherit by a final decree in a court of competent jurisdiction, then and in such event, I state that it is my specific intention that no one other than the persons herein named and provided for shall be entitled to any part of my estate, thus such persons shall take nothing by such a decree.",There was no surviving spouse of the testator.,"20-703.  ENFORCEMENT OF COMPACT AND EFFECTUATION OF PURPOSE. The courts, departments, agencies and officers of this state and its subdivisions shall enforce this compact and shall do all things appropriate to the effectuation of its purpose and intent which may be within their respective jurisdictions including but not limited to the making and submission of such reports as are required by the compact.",2
A170,"CLAUSE VII.
In the event that any other person or persons, other than those herein named, should seek to inherit from me and establish a right to so inherit by a final decree in a court of competent jurisdiction, then and in such event, I state that it is my specific intention that no one other than the persons herein named and provided for shall be entitled to any part of my estate, thus such persons shall take nothing by such a decree.","There was a surviving spouse of the testator at the time of his/her death, and he/she chose to take the elective share of surviving spouse.","6-3304.  DUTIES OF MOUNTAIN OPERATORS WITH RESPECT TO AERIAL PASSENGER TRAMWAYS. Every mountain operator shall have the duty to construct, operate, maintain, and repair any aerial passenger tramway in accordance with the American national standards safety requirements for aerial passenger tramways.",2
A170,"CLAUSE VII.
In the event that any other person or persons, other than those herein named, should seek to inherit from me and establish a right to so inherit by a final decree in a court of competent jurisdiction, then and in such event, I state that it is my specific intention that no one other than the persons herein named and provided for shall be entitled to any part of my estate, thus such persons shall take nothing by such a decree.","There was a surviving spouse of the testator at the time of his/her death, and he/she chose to take the elective share of surviving spouse.","56-1604.  INTERMEDIATE CARE FACILITY ASSESSMENTS. (1) The ICF shall pay the ICF assessment to the fund in accordance with the provisions of this chapter.
(2)  The aggregated amount of assessments for all ICFs during a fiscal year shall be an amount not exceeding the maximum percentage allowed under federal law of the total aggregate net patient service revenue of assessed ICFs from each provider’s prior fiscal year. The department shall determine the assessment rate prospectively for the applicable fiscal year on a per-resident-day basis. The per-resident-day assessment rate shall be uniform for all ICFs.
(3)  The department shall collect, and each ICF shall pay, the ICF assessment on an annual basis subject to the terms of this subsection. The ICF assessment shall be due no later than thirty (30) days after the receipt of the department invoice.",2
A187,I hereby revoke any will or codicil I may have previously made.,The document containing this sentence constitutes a legal will.,"15-2-507.  REVOCATION BY WRITING OR BY ACT. A will or any part thereof is revoked:
(a)  By a subsequent will which revokes the prior will or part expressly or by inconsistency; or
(b)  By being burned, torn, canceled, obliterated or destroyed, with the intent and for the purpose of revoking it by the testator or by another person in his presence and by his direction.
(c)  The revocation of a will executed in duplicate may be accomplished by revoking one (1) of the duplicates.",1
A187,I hereby revoke any will or codicil I may have previously made.,The document containing this sentence doesn't constitute a legal will. ,"15-2-507.  REVOCATION BY WRITING OR BY ACT. A will or any part thereof is revoked:
(a)  By a subsequent will which revokes the prior will or part expressly or by inconsistency; or
(b)  By being burned, torn, canceled, obliterated or destroyed, with the intent and for the purpose of revoking it by the testator or by another person in his presence and by his direction.
(c)  The revocation of a will executed in duplicate may be accomplished by revoking one (1) of the duplicates.",0
A187,I hereby revoke any will or codicil I may have previously made.,The document containing this sentence constitutes a legal will.,"43-1004.  HEARING OF PETITION. The board of directors, at the time mentioned in said notice or at such other time to which the hearing may be adjourned, shall hear the petition and all the objections thereto. The failure of any person to appear and object shall be taken as an assent on his part to a change of the boundaries of the district as prayed for in said petition, or to such a change thereof as will include a part of said lands.",2
A187,I hereby revoke any will or codicil I may have previously made.,The document containing this sentence doesn't constitute a legal will. ,"73-104.  TENURE OF OFFICES PRESERVED. All persons who at the time these compiled laws take effect hold office under any of the acts repealed, continue to hold the same according to the tenure thereof, except those offices which are not continued by these compiled laws.",2
A187,I hereby revoke any will or codicil I may have previously made.,The document containing this sentence constitutes a legal will.,"62-1102.  CONDITIONS PRECEDENT TO EXERCISE OF RIGHT OF WAY. Before exercising the right of way herein and hereby granted, such person, company or corporation shall first apply to the board of county commissioners of the county within which said pipeline, or any part thereof, is located, or to be located, for permission to construct in the manner provided by law, and to acquire a right of way; and such board of county commissioners shall grant such permission and give such right of way upon the condition that the traffic upon such public roads, streets, and highways be as little as possible interfered with, and that such road or highway be promptly restored to its former condition of usefulness, and the restoration thereof be subject also to the supervision of the county commissioners of the county in which said road, street, or highway is situated. And the exercise of the privileges herein conferred shall be subject to the condition that the county shall be compensated for any damage done to such public road, street or highway, and shall be held harmless from any and all liability on account of the laying, construction, maintaining or operating of said pipeline, telegraph, telephone or power line.",2
A177,"FIRST: I declare that I am married. That the name of my
wife is [Person-2], and I do further declare that all of my
property, both real and personal, of whatsoever kind and character
and wheresoever found, is the community property of myself
and my beloved wife, [Person-2].",The testator didn't divorce with his/her spouse until he/she died. All the property the testator had was acquired after marriage.,"32-906.  COMMUNITY PROPERTY — INCOME FROM SEPARATE AND COMMUNITY PROPERTY — CONVEYANCE BETWEEN SPOUSES. (1) All other property acquired after marriage by either husband or wife is community property. The income, including the rents, issues and profits, of all property, separate or community, is community property unless the conveyance by which it is acquired provides or both spouses, by written agreement specifically so providing, declare that all or specifically designated property and the income, including the rents, issues and profits, from all or the specifically designated property shall be the separate property of one of the spouses or the income, including the rents, issues and profits, from all or specifically designated separate property be the separate property of the spouse to whom the property belongs. Such property shall be subject to the management of the spouse owning the property and shall not be liable for the debts of the other member of the community.
(2)  Property conveyed by one spouse to the other shall be presumed to be the sole and separate estate of the grantee and only the grantor spouse need execute and acknowledge the deed or other instrument of conveyance notwithstanding the provisions of section 32-912, Idaho Code; provided, however, that the income, including the rents, issues and profits, from such property shall not be the separate property of the grantee spouse unless this fact is specifically stated in the instrument of conveyance.",1
A177,"FIRST: I declare that I am married. That the name of my
wife is [Person-2], and I do further declare that all of my
property, both real and personal, of whatsoever kind and character
and wheresoever found, is the community property of myself
and my beloved wife, [Person-2].",The testator divorced with his/her spouse after he/she executed this will.,"15-2-508.  REVOCATION BY DIVORCE — NO REVOCATION BY OTHER CHANGES OF CIRCUMSTANCES. If after executing a will the testator is divorced or his marriage annulled, the divorce or annulment revokes any disposition or appointment of property made by the will to the former spouse, any provision conferring a general or special power of appointment on the former spouse, and any nomination of the former spouse as executor, trustee, conservator, or guardian, unless the will expressly provides otherwise. Property prevented from passing to a former spouse because of revocation by divorce or annulment passes as if the former spouse failed to survive the decedent, and other provisions conferring some power or office on the former spouse are interpreted as if the spouse failed to survive the decedent. If provisions are revoked solely by this section, they are revived by testator’s remarriage to the former spouse. For purposes of this section, divorce or annulment means any divorce or annulment which would exclude the spouse as a surviving spouse within the meaning of subsection (b) of section 15-2-802 of this code. A decree of separation which does not terminate the status of husband and wife is not a divorce for purposes of this section. No change of circumstances other than as described in this section revokes a will.",0
A177,"FIRST: I declare that I am married. That the name of my
wife is [Person-2], and I do further declare that all of my
property, both real and personal, of whatsoever kind and character
and wheresoever found, is the community property of myself
and my beloved wife, [Person-2].",The testator didn't divorce with his/her spouse until he/she died. All the property the testator had was acquired after marriage.,"43-1201.  RESOLUTION OF BOARD OF LAND COMMISSIONERS — PETITION. The state board of land commissioners may, by resolution duly passed at any meeting of said board and recorded in the minutes thereof, after due consideration in each specific case, authorize the governor of the state of Idaho, as chairman of said board of land commissioners, to sign a petition for the annexation of adjacent state lands of the state of Idaho to a regularly organized irrigation district, or sign a petition to exclude such state lands from an irrigation district. The governor of the state of Idaho, as chairman of the state board of land commissioners, shall be deemed the owner of said lands for the purpose of signing any petition herein authorized, with like effect as the owner of private lands.",2
A177,"FIRST: I declare that I am married. That the name of my
wife is [Person-2], and I do further declare that all of my
property, both real and personal, of whatsoever kind and character
and wheresoever found, is the community property of myself
and my beloved wife, [Person-2].",The testator divorced with his/her spouse after he/she executed this will.,"15-7-701.  DRY TRUSTS. A trust shall be valid and enforceable even though it may not be funded at a given time, or from time to time, or does not have any res or corpus or otherwise contain any asset of any nature.",2
A177,"FIRST: I declare that I am married. That the name of my
wife is [Person-2], and I do further declare that all of my
property, both real and personal, of whatsoever kind and character
and wheresoever found, is the community property of myself
and my beloved wife, [Person-2].",The testator didn't divorce with his/her spouse until he/she died. All the property the testator had was acquired after marriage.,"5-404.  OTHER ACTIONS — VENUE DETERMINED BY RESIDENCE — EXCEPTIONS. In all other cases the action must be tried in the county in which the defendants, or some of them, reside, at the commencement of the action; or, if none of the defendants reside in the state, or, if residing in this state, the county in which they reside is unknown to the plaintiff, the same may be tried in any county which the plaintiff may designate in his complaint; and if the defendant is about to depart from the state, such action may be tried in any county where either of the parties reside, or service is had, subject, however, to the power of the court to change the place of trial, as provided in this code; provided, that all actions against life or fire insurance companies, suit or action may be commenced and tried in the county where the death occurred or the loss was sustained; and provided, further, that in all actions against any corporation organized under the laws of the state of Idaho, suit or action shall be commenced and tried in any county of this state where the defendant has its principal place of business or in the county in which the cause of action arose.",2
A217,"5. PERSONAL REPRESENTATIVE: I appoint [Person-6] to be my Personal Representative and in the event [Person-6] shall predecease me, fail to qualify or for any other reason not serve as Personal Representative, then I nominate and appoint [Person-8] as my Personal Representative.","[Person-6] was eligible to serve as the personal representative, and agreed to serve the role.","15-3-203.  PRIORITY AMONG PERSONS SEEKING APPOINTMENT AS PERSONAL REPRESENTATIVE. (a) Whether the proceedings are formal or informal, persons who are not disqualified have priority for appointment in the following order:
(1)  the person with priority as determined by a probated will including a person nominated by a power conferred in a will;
(2)  the surviving spouse of the decedent who is a devisee of the decedent;
(3)  other devisees of the decedent;
(4)  the surviving spouse of the decedent;
(5)  other heirs of the decedent;
(6)  forty-five (45) days after the death of the decedent, any creditor;
(7)  if a petition for appointment of a personal representative has been filed and sixty (60) days have elapsed during which no consent to act has been filed by any proper person, the public administrator shall act as personal representative unless and until a proper person consents to act.
(b)  An objection to an appointment can be made only in formal proceedings. In case of objection the priorities stated in subsection (a) of this section apply except that
(1)  if the estate appears to be more than adequate to meet exemptions and costs of administration but inadequate to discharge anticipated unsecured claims, the court, on petition of creditors, may appoint any qualified person;
(2)  in case of objection to appointment of a person other than one whose priority is determined by will by an heir or devisee appearing to have a substantial interest in the estate, the court may appoint a person who is acceptable to heirs and devisees whose interests in the estate appear to be worth in total more than half of the probable distributable value, or, in default of this accord any suitable person.
(c)  A person entitled to letters under (2) through (5) of subsection (a) of this section may nominate a qualified person to act as personal representative. Any person aged eighteen (18) and over may renounce his right to an appointment by appropriate writing filed with the court. When two (2) or more persons share a priority, those of them who do not renounce must concur in nominating another to act for them, or in applying for appointment.
(d)  Conservators of the estates of protected persons, or if there is no conservator, any guardian except a guardian ad litem of a minor or incapacitated person, may exercise the same right to nominate, to object to another’s appointment, or to participate in determining the preference of a majority in interest of the heirs and devisees that the protected person or ward would have if qualified for appointment.
(e)  Appointment of one who does not have priority, including priority resulting from renunciation or nomination determined pursuant to this section, may be made only in formal proceedings. Before appointing one without priority, the court must determine that those having priority, although given notice of the proceedings, have failed to request appointment or to nominate another for appointment, and that administration is necessary.
(f)  No person is qualified to serve as a personal representative who is:
(1)  under the age of eighteen (18);
(2)  a person whom the court finds unsuitable in formal proceedings.
(g)  A personal representative appointed by a court of the decedent’s domicile has priority over all other persons except where the decedent’s will nominates different persons to be personal representative in this state and in the state of domicile. The domiciliary personal representative may nominate another, who shall have the same priority as the domiciliary personal representative.
(h)  This section governs priority for appointment of a successor personal representative but does not apply to the selection of a special administrator.
(i)  A married woman shall have the right to serve as personal representative.",1
A217,"5. PERSONAL REPRESENTATIVE: I appoint [Person-6] to be my Personal Representative and in the event [Person-6] shall predecease me, fail to qualify or for any other reason not serve as Personal Representative, then I nominate and appoint [Person-8] as my Personal Representative.",Both persons named as the personal representative refused to serve the role. They didn't file any required bond or a statement of acceptance of the duties of the office with the appointing court.,"15-3-601.  QUALIFICATION. Prior to receiving letters, a personal representative shall qualify by filing with the appointing court any required bond and a statement of acceptance of the duties of the office. In his statement of acceptance, the personal representative shall subscribe an oath to the effect that he will perform the duties of his office according to the law.",0
A217,"5. PERSONAL REPRESENTATIVE: I appoint [Person-6] to be my Personal Representative and in the event [Person-6] shall predecease me, fail to qualify or for any other reason not serve as Personal Representative, then I nominate and appoint [Person-8] as my Personal Representative.","[Person-6] was eligible to serve as the personal representative, and agreed to serve the role.","2-102.  KINDS OF JURIES. Juries are of three (3) kinds:
1.  Grand juries.
2.  Trial juries.
3.  Juries of inquest.",2
A217,"5. PERSONAL REPRESENTATIVE: I appoint [Person-6] to be my Personal Representative and in the event [Person-6] shall predecease me, fail to qualify or for any other reason not serve as Personal Representative, then I nominate and appoint [Person-8] as my Personal Representative.",Both persons named as the personal representative refused to serve the role. They didn't file any required bond or a statement of acceptance of the duties of the office with the appointing court.,"6-2802.  LIABILITY OF OUT-OF-STATE EMERGENCY RESPONDER. An emergency responder who enters this state in response to an emergency shall not be liable to another person for damages or injury arising from the conduct of the emergency responder in rendering services in response to an emergency unless it is shown that the emergency responder caused injury or damages to such person as a proximate result of his reckless, grossly negligent or intentional misconduct.",2
A217,"5. PERSONAL REPRESENTATIVE: I appoint [Person-6] to be my Personal Representative and in the event [Person-6] shall predecease me, fail to qualify or for any other reason not serve as Personal Representative, then I nominate and appoint [Person-8] as my Personal Representative.","[Person-6] was eligible to serve as the personal representative, and agreed to serve the role.","48-503.  APPLICATION FOR REGISTRATION. Subject to the limitations set forth in this act, any person who uses a mark may file in the office of the secretary of state, in a form prescribed by the secretary of state, an application for registration of that mark setting forth, but not limited to, the following information:
(1)  The name and business address of the person applying for such registration; and, if a corporation, limited liability company or partnership, the state of domestication, and if a partnership, the names of the general partners, as specified by the secretary of state;
(2)  The goods or services on or in connection with which the mark is used and the mode or manner in which the mark is used on or in connection with such goods or services and the class in which such goods or services fall;
(3)  The date when the mark was first used anywhere and the date when it was first used in this state by the applicant or a predecessor in interest; and
(4)  A statement that the applicant is the owner of the mark, that the mark is in use, and that, to the knowledge of the person verifying the application, no other person has registered, in this state, or has the right to use such mark either in the identical form thereof or in such near resemblance thereto as to be likely, when applied to the goods or services of such other person, to cause confusion, or to cause mistake, or to deceive.
The secretary of state may also require a statement as to whether an application to register the mark, or portions or a composite thereof, has been filed by the applicant or a predecessor in interest in the United States patent and trademark office; and, if so, the applicant shall provide full particulars with respect thereto including the filing date and serial number of each application, the status thereof and, if any application was finally refused registration or has otherwise not resulted in a registration, the reasons therefor.
The application shall be signed by the applicant or by a member of the firm or an officer of the corporation or association applying.
The application shall be accompanied by a drawing or one (1) specimen showing the mark as actually used, complying with such requirements as the secretary of state may specify.
The application shall be accompanied by the application fee payable to the secretary of state.",2
A246,"Sixth: Only those beneficiaries named in paragraph Third above living at the date of my death are to take under this instrument. If any beneficiary named in paragraph Third under this instrument shall die prior to my death, they shall take nothing hereunder.",The beneficiaries named in paragraph Third were all living at the date of the testator's death. No beneficiary participated in the wilful and unlawful killing of the testator.,15-2-603.  RULES OF CONSTRUCTION AND INTENTION. The intention of a testator as expressed in his will controls the legal effect of his dispositions. The rules of construction expressed in the succeeding sections of this Part apply unless a contrary intention is indicated by the will.,1
